DATE (MM/DD),MST,Global CMP22 (vent/cor) [W/m^2],Direct sNIP [W/m^2],Azimuth Angle [degrees],Tower Dry Bulb Temp [deg C],Tower Wet Bulb Temp [deg C],Tower Dew Point Temp [deg C],Total Cloud Cover [%],Peak Wind Speed @ 6ft [m/s],Precipitation (Accumulated) [mm],Moisture,Albedo (CMP11)
23-02,10:10,115.093,1.23142,142.89403,0.47,-0.07,-0.57,97.0,2.2,0.254,1.0,0.5396
23-02,10:20,130.118,1.61718,145.51347,0.686,-0.113,-1.013,97.0,2.95,0.254,1.0,0.5151
23-02,10:30,121.57,1.72598,148.21041,1.332,0.034,-1.366,98.0,1.95,0.254,1.0,0.4609
23-02,10:40,126.49,1.44409,150.98402,1.455,0.022,-1.678,98.0,2.2,0.254,1.0,0.4215
23-02,11:00,183.573,1.28584,156.7525,0.781,0.021,-0.779,99.0,1.2,0.508,1.0,0.458
23-02,11:10,214.338,1.48859,159.73998,1.166,0.492,-0.308,98.0,0.0,0.762,1.0,0.4446
23-02,11:20,218.942,1.34022,162.78923,0.983,0.492,-0.108,98.0,0.95,1.016,1.0,0.4492
23-02,11:30,218.637,0.712151,165.89334,0.659,0.345,-0.055,99.0,1.45,1.27,1.0,0.453
23-02,11:40,257.527,1.58256,169.04416,0.746,0.54,0.34,99.0,1.45,1.27,1.0,0.4515
23-02,11:50,284.366,1.87434,172.23243,1.003,0.723,0.323,99.0,1.95,1.524,1.0,0.4358
23-02,12:33,334.317,7.02756,186.11311,1.605,1.029,0.329,99.0,2.45,1.524,1.0,0.3378
23-02,12:40,324.805,2.65079,188.3595,1.909,1.262,0.462,98.0,2.45,1.524,1.0,0.3301
23-02,12:50,294.2,2.09195,191.54337,2.103,1.4,0.5,99.0,2.95,1.524,1.0,0.3254
23-02,13:00,329.894,14.1145,194.68852,2.632,1.75,0.85,100.0,1.45,1.524,1.0,0.3192
23-02,13:10,344.204,6.77536,197.78582,2.671,1.578,0.278,100.0,1.95,1.524,1.0,0.3122
23-02,13:20,388.286,17.5319,200.82731,3.214,1.728,-0.072,100.0,3.7,1.524,1.0,0.3044
23-02,13:30,394.574,26.8344,203.80624,3.551,1.616,-0.584,99.0,4.2,1.524,1.0,0.2998
23-02,13:40,385.058,35.0639,206.7172,4.205,2.0,-0.4,99.0,2.95,1.524,1.0,0.2962
23-02,13:50,367.147,27.5563,209.55604,4.437,1.978,-0.822,99.0,2.7,1.524,1.0,0.2907
23-02,14:00,389.807,60.4092,212.31987,4.777,2.19,-0.61,99.0,2.2,1.524,1.0,0.2865
23-02,14:10,458.381,183.578,215.00693,4.542,2.067,-0.633,97.0,1.95,1.524,1.0,0.2872
23-02,14:20,444.687,166.356,217.61655,5.068,2.481,-0.419,96.0,2.45,1.524,0.0,0.2995
23-02,14:30,409.652,197.568,220.14894,4.937,2.676,0.076,90.0,3.45,1.524,0.0,0.283
23-02,14:40,303.509,83.8162,222.60513,4.563,2.129,-0.571,90.0,2.2,1.524,0.0,0.2704
23-02,14:50,325.532,119.652,224.98682,4.871,2.232,-0.768,86.0,2.45,1.524,0.0,0.2766
23-02,15:00,260.365,32.7095,227.29624,5.171,2.38,-0.82,92.0,2.2,1.524,0.0,0.2675
23-02,15:10,203.661,12.6852,229.53606,4.57,1.93,-0.97,91.0,1.7,1.524,0.0,0.2616
23-02,15:20,195.696,13.3133,231.70929,4.252,1.857,-0.943,94.0,1.2,1.524,0.0,0.26
23-02,15:30,241.479,71.052,233.81918,4.5,1.886,-1.014,90.0,0.7,1.524,0.0,0.2643
23-02,15:40,196.066,38.4657,235.86916,4.482,1.693,-1.407,82.0,0.95,1.524,0.0,0.2661
23-02,15:50,169.302,27.6946,237.86279,4.489,1.705,-1.395,79.0,1.45,1.524,0.0,0.2619
23-02,16:00,167.636,21.8936,239.80368,4.352,1.459,-1.841,81.0,0.7,1.524,0.0,0.2548
23-02,16:10,342.473,576.696,241.69547,5.162,1.878,-1.822,72.0,0.7,1.524,0.0,0.2813
23-02,16:20,309.112,633.521,243.54182,5.707,2.178,-1.922,67.0,1.2,1.524,0.0,0.2793
23-02,16:30,135.688,123.711,245.34634,5.718,2.239,-1.661,51.0,0.45,1.524,0.0,0.2505
23-02,16:40,84.0928,63.8607,247.11264,4.964,1.64,-2.26,38.0,0.95,1.524,0.0,0.2388
23-02,16:50,74.0317,131.985,248.84425,4.499,1.379,-2.221,19.0,1.2,1.524,0.0,0.246
23-02,17:10,51.5082,111.268,252.2174,4.028,1.003,-2.497,12.0,2.7,1.524,0.0,0.2423
23-02,17:20,25.8786,0.994044,253.8658,3.728,0.791,-2.609,5.0,2.45,1.524,0.0,0.2209
23-02,17:30,18.159,-0.093964,255.49328,3.434,1.047,-1.753,0.0,1.45,1.524,0.0,0.203
23-02,17:40,6.72835,-0.09891,257.10319,2.908,1.063,-1.137,0.0,1.2,1.524,0.0,0.0
24-02,06:50,18.3234,185.645,103.06072,1.982,-2.376,-9.476,0.0,1.95,0.0,0.0,0.0
24-02,07:00,39.2843,159.894,104.67092,2.891,-1.526,-8.326,0.0,3.7,0.0,0.0,0.3769
24-02,07:10,24.7664,0.712154,106.29938,2.302,-1.802,-8.102,7.0,1.7,0.0,0.0,0.2523
24-02,07:20,36.6143,0.489605,107.94947,2.605,-1.708,-8.408,37.0,1.45,0.0,0.0,0.2553
24-02,07:30,42.401,4.85154,109.62459,3.646,-1.328,-9.128,21.0,0.7,0.0,0.0,0.28
24-02,07:40,171.589,608.362,111.32819,3.747,-1.325,-9.225,26.0,0.95,0.0,0.0,0.345
24-02,07:50,209.233,580.433,113.06375,5.071,-0.412,-8.412,31.0,1.45,0.0,0.0,0.3205
24-02,08:00,304.277,625.445,114.83482,5.207,-0.508,-9.108,97.0,2.2,0.0,0.0,0.3125
24-02,08:10,58.8982,0.04451,116.64498,1.46,-1.407,-5.407,95.0,9.7,0.0,0.0,0.2725
24-02,08:20,96.4854,0.247276,118.49788,0.833,-2.412,-7.512,91.0,7.45,0.0,0.0,0.2581
24-02,08:30,73.3203,0.459929,120.39718,0.591,-3.1,-9.4,68.0,7.95,0.0,0.0,0.2598
24-02,08:40,98.9783,2.89312,122.34659,0.074,-3.358,-9.358,61.0,9.45,0.0,0.0,0.2686
24-02,08:50,137.052,14.2281,124.34981,-0.485,-3.961,-10.261,90.0,14.95,0.0,0.0,0.2669
24-02,09:00,142.953,0.633028,126.41051,-0.502,-3.97,-10.17,94.0,12.2,0.0,0.0,0.2668
24-02,09:10,144.286,0.548949,128.53229,-0.703,-4.093,-10.293,94.0,14.2,0.0,0.0,0.2684
24-02,09:20,152.751,0.618186,130.71864,-0.729,-4.388,-11.388,93.0,16.45,0.0,0.0,0.2653
24-02,09:30,150.217,0.593459,132.97286,-0.934,-4.472,-11.372,85.0,15.2,0.0,0.0,0.2628
24-02,09:40,118.812,0.494552,135.298,-1.084,-4.714,-11.914,46.0,12.7,0.0,0.0,0.2695
24-02,09:50,116.306,4.0355,137.69676,-0.96,-4.626,-12.026,27.0,12.7,0.0,0.0,0.2734
24-02,10:00,522.801,667.814,140.17138,0.1,-4.057,-12.157,26.0,13.45,0.0,0.0,0.2891
24-02,10:10,546.944,680.731,142.72354,0.098,-3.976,-11.876,27.0,10.2,0.0,0.0,0.2866
24-02,10:20,301.174,214.0,145.35423,0.405,-4.023,-12.723,28.0,7.95,0.0,0.0,0.2931
24-02,10:30,743.524,1016.59,148.06361,0.443,-4.29,-14.59,31.0,7.2,0.0,0.0,0.2855
24-02,10:40,721.774,1020.29,150.85089,1.176,-3.919,-14.619,19.0,6.7,0.0,0.0,0.2824
24-02,10:50,183.787,78.6976,153.71419,1.558,-3.384,-12.884,17.0,4.95,0.0,0.0,0.2105
24-02,11:00,725.936,1033.0,156.65042,1.262,-3.975,-15.275,12.0,7.2,0.0,0.0,0.2756
24-02,11:10,729.796,1025.3,159.65523,1.234,-3.914,-15.114,9.0,9.45,0.0,0.0,0.2727
24-02,11:20,749.997,1043.6,162.7229,1.199,-4.278,-17.178,10.0,7.7,0.0,0.0,0.2709
24-02,11:30,754.709,1040.4,165.84643,2.066,-3.206,-13.706,8.0,3.95,0.0,0.0,0.2671
24-02,11:40,264.704,114.267,169.01751,0.617,-3.992,-13.292,14.0,9.7,0.0,0.0,0.2555
24-02,11:50,812.908,1009.37,172.22668,1.062,-3.649,-13.149,22.0,7.95,0.0,0.0,0.2649
24-02,12:00,762.444,926.066,175.46354,0.763,-3.761,-12.561,19.0,6.45,0.0,0.0,0.264
24-02,12:10,821.976,1017.38,178.71692,1.23,-3.644,-13.244,20.0,9.45,0.0,0.0,0.2615
24-02,12:20,820.297,1022.2,181.97522,0.881,-3.679,-12.679,29.0,12.45,0.0,0.0,0.2624
24-02,12:30,751.5,946.846,185.22671,0.956,-3.587,-12.087,26.0,9.7,0.0,0.0,0.2609
24-02,12:40,778.307,1038.0,188.45984,1.025,-3.438,-11.938,13.0,12.2,0.0,0.0,0.2617
24-02,12:50,759.292,1041.11,191.66357,1.14,-3.475,-12.375,8.0,8.95,0.0,0.0,0.261
24-02,13:00,748.499,1038.25,194.82761,1.175,-3.637,-13.037,7.0,9.45,0.0,0.0,0.2602
24-02,13:10,740.061,1036.57,197.94271,0.966,-3.773,-13.273,5.0,8.7,0.0,0.0,0.26
24-02,13:20,731.074,1039.45,201.00076,0.946,-3.905,-13.805,7.0,11.2,0.0,0.0,0.2602
24-02,13:30,717.732,1038.9,203.99498,0.788,-3.93,-13.73,4.0,16.95,0.0,0.0,0.2612
24-02,13:40,701.211,1034.73,206.91989,1.101,-3.7,-13.2,6.0,12.45,0.0,0.0,0.2613
24-02,13:50,682.178,1026.93,209.77135,0.884,-3.926,-13.726,5.0,12.95,0.0,0.0,0.2625
24-02,14:00,664.581,1024.63,212.54648,0.948,-4.002,-14.302,4.0,9.45,0.0,0.0,0.2631
24-02,14:10,642.201,1017.55,215.24361,0.971,-4.042,-14.742,5.0,11.7,0.0,0.0,0.2645
24-02,14:20,617.461,1006.15,217.8621,1.017,-4.001,-14.601,9.0,9.45,0.0,0.0,0.2659
24-02,14:30,596.802,1006.54,220.40227,1.214,-4.012,-15.312,5.0,4.7,0.0,0.0,0.2659
24-02,14:40,571.62,995.098,222.86524,0.882,-4.121,-14.921,6.0,9.2,0.0,0.0,0.2674
24-02,14:50,541.726,979.104,225.25279,1.168,-3.741,-13.941,5.0,4.7,0.0,0.0,0.2684
24-02,15:34,413.229,928.154,234.92956,0.389,-4.453,-15.353,6.0,4.95,0.0,0.0,0.2739
24-02,15:40,395.104,921.148,236.15414,0.041,-4.661,-15.361,5.0,6.2,0.0,0.0,0.2748
24-02,15:50,362.378,906.206,238.15011,0.477,-4.38,-15.28,5.0,3.7,0.0,0.0,0.2745
24-02,16:00,328.723,883.3,240.09303,0.482,-4.37,-15.17,3.0,7.2,0.0,0.0,0.2741
24-02,16:10,293.548,855.146,241.98661,0.237,-4.813,-16.513,3.0,4.45,0.0,0.0,0.2738
24-02,16:20,258.19,823.494,243.83454,0.194,-4.83,-16.63,8.0,5.2,0.0,0.0,0.274
24-02,16:30,227.796,786.872,245.64051,-0.024,-4.722,-15.222,18.0,5.45,0.0,0.0,0.2708
24-02,16:40,210.491,740.02,247.40816,-0.062,-4.773,-15.573,14.0,6.7,0.0,0.0,0.2684
24-02,16:50,162.569,686.669,249.14106,-0.353,-4.956,-15.756,9.0,4.2,0.0,0.0,0.2696
24-02,17:10,86.5416,539.711,252.51677,-1.0,-5.358,-15.758,4.0,4.45,0.0,0.0,0.2692
24-02,17:20,23.8261,3.17007,254.16651,-1.282,-5.632,-15.932,4.0,5.95,0.0,0.0,0.1616
24-02,17:30,14.9059,0.034618,255.79538,-1.887,-5.961,-15.561,0.0,5.2,0.0,0.0,0.1769
24-02,17:40,8.25542,-0.311565,257.40678,-2.327,-6.337,-16.137,0.0,4.95,0.0,0.0,0.0
25-02,06:40,1.48015,0.469823,101.20605,-5.686,-7.857,-12.957,0.0,1.45,0.0,0.0,0.0
25-02,06:50,4.05512,0.662699,102.80324,-5.526,-7.805,-13.105,0.0,2.2,0.0,0.0,0.0
25-02,07:00,7.70243,0.642919,104.41533,-5.383,-7.757,-13.657,0.0,2.95,0.0,0.0,0.2596
25-02,07:10,12.6095,0.667641,106.04568,-5.312,-7.695,-13.595,8.0,0.95,0.0,0.0,0.2507
25-02,07:20,15.7712,0.534116,107.6977,-5.283,-7.755,-13.655,52.0,2.95,0.0,0.0,0.2468
25-02,07:30,19.2868,0.445099,109.37482,-5.293,-7.719,-13.719,76.0,3.2,0.0,0.0,0.2404
25-02,07:40,25.0127,0.400588,111.0805,-5.283,-7.832,-14.032,89.0,4.45,0.0,0.0,0.2392
25-02,07:50,26.8048,0.098911,112.81828,-5.282,-7.853,-14.353,88.0,5.7,0.0,0.0,0.2367
25-02,08:00,35.8335,0.029673,114.59172,-5.534,-8.203,-15.203,93.0,7.7,0.0,0.0,0.2327
25-02,08:10,48.8578,0.28684,116.40447,-5.565,-8.138,-14.638,93.0,3.7,0.0,0.0,0.2337
25-02,08:20,58.6501,0.48466,118.26021,-5.582,-7.999,-13.999,94.0,4.45,0.0,0.0,0.2351
25-02,08:30,56.8232,0.370913,120.16267,-5.583,-8.134,-14.834,94.0,8.45,0.0,0.0,0.2344
25-02,08:40,61.1497,0.272002,122.1156,-5.546,-8.226,-15.026,95.0,6.2,0.0,0.0,0.2357
25-02,08:50,73.3195,0.281893,124.12278,-5.643,-8.282,-15.182,95.0,7.45,0.0,0.0,0.235
25-02,09:00,108.463,0.61324,126.18794,-5.597,-8.309,-15.509,96.0,7.95,0.0,0.0,0.2355
25-02,09:10,121.053,0.682481,128.31476,-5.649,-8.141,-14.641,97.0,5.95,0.0,0.0,0.2346
25-02,09:20,137.431,0.712151,130.50681,-5.526,-8.168,-15.068,96.0,5.7,0.0,0.0,0.2344
25-02,09:30,144.604,0.633023,132.76747,-5.403,-8.066,-14.866,97.0,5.7,0.0,0.0,0.2355
25-02,09:40,194.284,0.880302,135.09988,-5.322,-7.95,-14.95,96.0,6.95,0.0,0.0,0.2341
25-02,09:50,189.181,0.657754,137.50681,-5.34,-7.99,-14.69,97.0,7.2,0.0,0.0,0.2348
25-02,10:00,208.86,0.712152,139.99062,-5.381,-8.082,-14.982,97.0,8.2,0.0,0.0,0.235
25-02,10:36,270.43,1.68147,149.58848,-5.321,-7.9,-14.3,98.0,9.45,0.0,0.0,0.2357
25-02,10:40,266.301,1.39958,150.71835,-5.415,-8.013,-14.513,98.0,8.7,0.0,0.0,0.236
25-02,10:50,300.984,2.1414,153.59681,-5.262,-7.8,-14.3,99.0,9.45,0.0,0.0,0.2361
25-02,11:00,290.75,1.72599,156.54947,-5.277,-7.83,-14.23,99.0,7.7,0.0,0.0,0.2353
25-02,11:10,338.137,6.06814,159.57192,-5.433,-7.846,-13.846,99.0,7.2,0.0,0.0,0.2362
25-02,11:20,406.542,33.842,162.65837,-5.041,-7.614,-13.714,99.0,7.2,0.0,0.0,0.2387
25-02,11:30,343.067,4.99991,165.80169,-5.289,-7.75,-13.75,99.0,10.2,0.0,0.0,0.2342
25-02,11:40,385.799,13.9216,168.99341,-5.128,-7.552,-13.352,99.0,11.2,0.0,0.0,0.2345
25-02,11:50,438.255,34.5493,172.22388,-5.04,-7.58,-13.58,99.0,9.2,0.0,0.0,0.2367
25-02,12:00,434.668,28.1201,175.48247,-5.601,-7.892,-13.292,99.0,8.7,0.0,0.0,0.235
25-02,12:10,453.929,33.4461,178.75776,-5.251,-7.601,-13.001,100.0,8.45,0.0,0.0,0.236
25-02,12:20,403.528,18.3527,182.0379,-5.068,-7.408,-12.908,99.0,8.7,0.0,0.0,0.2342
25-02,12:30,422.078,23.6246,185.3109,-5.44,-7.713,-13.013,100.0,9.45,0.0,0.0,0.2356
25-02,12:40,461.784,55.5924,188.56497,-5.282,-7.517,-12.817,99.0,9.7,0.0,0.0,0.2356
25-02,12:50,402.893,20.4891,191.78882,-5.388,-7.419,-12.119,99.0,5.95,0.0,0.0,0.2329
25-02,13:00,399.194,16.968,194.972,-5.237,-7.363,-12.263,99.0,6.7,0.0,0.0,0.2303
25-02,13:10,438.234,40.2317,198.10509,-5.164,-7.283,-12.283,99.0,6.2,0.0,0.0,0.2339
25-02,13:20,413.87,28.8373,201.17987,-5.003,-7.386,-12.986,99.0,6.95,0.0,0.0,0.2341
25-02,13:30,421.932,52.9219,204.18947,-4.961,-7.347,-13.047,98.0,6.45,0.0,0.0,0.2343
25-02,13:40,372.124,26.7553,207.12838,-4.912,-7.241,-12.641,99.0,7.2,0.0,0.0,0.2377
25-02,13:50,418.648,73.0353,209.99248,-4.774,-7.235,-12.735,97.0,8.45,0.0,0.0,0.2318
25-02,14:00,361.956,34.2378,212.77892,-4.673,-7.096,-12.696,98.0,7.7,0.0,0.0,0.2363
25-02,14:10,381.053,44.9893,215.48606,-4.789,-7.156,-12.656,98.0,5.7,0.0,0.0,0.2348
25-02,14:20,338.926,5.3906,218.11336,-4.87,-7.404,-13.204,97.0,7.45,0.0,0.0,0.2326
25-02,14:40,347.782,56.4583,223.13087,-4.631,-7.343,-14.043,97.0,7.45,0.0,0.0,0.2385
25-02,14:50,310.166,11.4935,225.52417,-4.938,-7.436,-13.436,97.0,6.7,0.0,0.0,0.2348
25-02,15:00,282.802,16.9089,227.84357,-4.756,-7.229,-13.129,96.0,7.45,0.0,0.0,0.2363
25-02,15:10,324.909,166.878,230.09193,-4.694,-7.222,-13.122,80.0,6.45,0.0,0.0,0.2532
25-02,15:20,330.255,249.695,232.27245,-4.783,-7.399,-13.499,71.0,5.95,0.0,0.0,0.255
25-02,15:30,212.118,2.73487,234.38856,-4.906,-7.441,-13.441,91.0,6.7,0.0,0.0,0.2357
25-02,15:40,152.291,1.50839,236.44386,-5.165,-7.564,-13.364,65.0,7.2,0.0,0.0,0.2335
25-02,15:50,137.757,0.751714,238.44204,-5.484,-7.93,-13.93,43.0,7.2,0.0,0.0,0.2363
25-02,16:00,135.044,0.860522,240.38686,-5.572,-7.914,-13.614,49.0,5.45,0.0,0.0,0.2352
25-02,16:10,107.192,0.722047,242.28209,-5.627,-7.995,-13.695,39.0,5.7,0.0,0.0,0.2333
25-02,16:20,73.269,0.667646,244.13149,-5.848,-8.17,-14.07,24.0,6.95,0.0,0.0,0.2279
25-02,16:30,181.801,431.487,245.93879,-5.661,-7.993,-13.593,24.0,3.7,0.0,0.0,0.2683
25-02,16:40,77.8796,4.03058,247.70768,-5.719,-8.155,-14.155,24.0,5.2,0.0,0.0,0.2319
25-02,16:50,60.6373,2.68541,249.44177,-6.01,-8.3,-14.2,20.0,4.95,0.0,0.0,0.2292
25-02,17:10,43.1165,63.654,252.81985,-6.033,-8.274,-13.774,8.0,4.45,0.0,0.0,0.2269
25-02,17:20,27.5469,0.469821,254.47082,-6.308,-8.495,-13.895,8.0,4.95,0.0,0.0,0.2182
25-02,17:30,18.3534,0.192874,256.10101,-6.386,-8.488,-13.988,0.0,3.7,0.0,0.0,0.2218
25-02,17:40,9.89922,0.103855,257.71381,-6.427,-8.628,-14.128,0.0,3.2,0.0,0.0,0.0
27-02,06:40,5.56347,0.192872,100.68705,0.926,-2.893,-9.193,0.0,6.2,0.0,0.0,0.0
27-02,06:50,23.4855,259.647,102.28787,1.509,-2.653,-9.853,0.0,6.95,0.0,0.0,0.4476
27-02,07:00,45.2763,384.329,103.90357,1.669,-2.525,-9.625,2.0,8.7,0.0,0.0,0.4096
27-02,07:10,73.4658,495.225,105.53756,1.872,-2.482,-9.882,3.0,10.7,0.0,0.0,0.3487
27-02,07:20,105.171,586.86,107.1933,1.914,-2.322,-9.322,9.0,6.7,0.0,0.0,0.3113
27-02,07:30,138.544,658.548,108.87427,2.029,-2.32,-9.72,10.0,5.2,0.0,0.0,0.2838
27-02,07:40,172.726,713.823,110.58401,2.606,-2.115,-9.915,6.0,6.2,0.0,0.0,0.2611
27-02,07:50,207.902,761.05,112.3261,2.749,-1.986,-9.986,3.0,6.2,0.0,0.0,0.2506
27-02,08:00,242.172,797.105,114.1042,3.014,-1.92,-10.42,5.0,7.7,0.0,0.0,0.2423
27-02,08:10,276.597,826.5,115.92205,3.331,-1.758,-10.458,7.0,5.95,0.0,0.0,0.2372
27-02,08:20,311.674,854.386,117.78341,3.437,-1.681,-10.381,8.0,6.45,0.0,0.0,0.2326
27-02,08:30,346.603,881.27,119.69213,3.728,-1.498,-10.298,11.0,6.2,0.0,0.0,0.2291
27-02,08:40,380.265,901.616,121.65208,3.823,-1.609,-11.009,9.0,9.45,0.0,0.0,0.2255
27-02,08:50,412.687,919.544,123.66717,4.035,-1.479,-10.779,6.0,7.7,0.0,0.0,0.2229
27-02,09:00,444.511,935.164,125.74127,4.074,-1.575,-11.275,9.0,6.2,0.0,0.0,0.2202
27-02,09:10,475.21,949.065,127.87823,4.365,-1.318,-10.918,9.0,9.7,0.0,0.0,0.2176
27-02,09:20,504.79,959.443,130.08177,4.138,-1.469,-10.769,7.0,8.95,0.0,0.0,0.2142
27-02,09:30,531.993,969.171,132.35545,4.598,-1.272,-11.372,12.0,5.45,0.0,0.0,0.2118
27-02,09:40,559.178,979.399,134.70259,4.772,-1.31,-11.71,12.0,6.95,0.0,0.0,0.2094
27-02,09:50,583.941,987.365,137.12615,4.928,-1.093,-11.193,8.0,7.45,0.0,0.0,0.2067
27-02,10:00,609.303,997.379,139.62864,5.187,-0.716,-10.216,5.0,5.95,0.0,0.0,0.2045
27-02,10:10,632.371,1004.3,142.212,5.328,-0.858,-11.348,7.0,5.2,0.0,0.0,0.2027
27-02,10:20,653.744,1011.1,144.87744,5.59,-0.819,-11.519,8.0,6.45,0.0,0.0,0.2008
27-02,10:30,673.845,1016.04,147.62532,5.73,-0.461,-10.161,4.0,8.2,0.0,0.0,0.1993
27-02,10:40,691.81,1019.77,150.45494,6.028,-0.452,-11.052,6.0,6.45,0.0,0.0,0.198
27-02,10:50,705.466,1018.6,153.36451,5.835,-0.592,-11.192,6.0,8.45,0.0,0.0,0.1966
27-02,11:00,721.22,1022.38,156.35088,5.97,-0.452,-11.052,10.0,9.95,0.0,0.0,0.1954
27-02,11:10,734.698,1027.07,159.40957,6.366,-0.215,-10.515,11.0,7.7,0.0,0.0,0.1944
27-02,11:30,761.14,1030.16,165.71864,5.945,-0.282,-10.082,10.0,9.45,0.0,0.0,0.1932
27-02,11:40,780.232,1032.86,168.95281,5.992,-0.571,-11.271,15.0,8.7,0.0,0.0,0.1933
27-02,11:50,783.112,1033.52,172.22709,6.12,-0.218,-10.318,14.0,6.7,0.0,0.0,0.1925
27-02,12:00,787.697,1021.66,175.53035,5.915,-0.594,-11.394,13.0,9.95,0.0,0.0,0.1924
27-02,12:10,313.096,182.108,178.85066,5.723,-0.741,-11.641,7.0,10.95,0.0,0.0,0.1848
27-02,12:20,505.993,422.349,182.17563,5.101,-1.007,-11.507,13.0,9.2,0.0,0.0,0.1867
27-02,12:30,750.348,797.224,185.49271,5.422,-0.828,-11.228,18.0,13.45,0.0,0.0,0.1928
27-02,12:40,383.033,297.807,188.7896,5.058,-0.965,-10.765,13.0,9.95,0.0,0.0,0.181
27-02,12:50,741.351,964.631,192.05456,5.518,-0.648,-10.648,8.0,8.7,0.0,0.0,0.1938
27-02,13:00,718.984,915.102,195.27672,5.943,-0.477,-10.977,11.0,6.7,0.0,0.0,0.1929
27-02,13:10,702.087,866.188,198.44635,5.869,-0.681,-11.781,13.0,11.45,0.0,0.0,0.1945
27-02,13:20,631.242,771.762,201.555,6.327,-0.274,-10.874,11.0,5.45,0.0,0.0,0.1941
27-02,13:30,570.675,627.762,204.59565,6.275,-0.313,-11.013,17.0,6.45,0.0,0.0,0.1927
27-02,13:40,559.827,490.664,207.56275,6.409,-0.176,-10.776,28.0,7.7,0.0,0.0,0.192
27-02,13:50,587.981,576.571,210.45217,6.825,0.152,-10.148,28.0,4.7,0.0,0.0,0.1949
27-02,14:00,715.287,948.95,213.26114,6.792,-0.064,-11.064,29.0,5.2,0.0,0.0,0.1996
27-02,14:10,376.336,240.959,215.98817,6.889,0.227,-9.773,32.0,4.95,0.0,0.0,0.1928
27-02,14:20,429.189,365.59,218.63286,6.725,0.02,-10.68,35.0,5.7,0.0,0.0,0.1968
27-02,14:30,635.84,854.503,221.19581,6.97,0.115,-10.885,34.0,6.7,0.0,0.0,0.202
27-02,14:40,436.604,623.451,223.67845,7.15,0.17,-11.03,12.0,4.2,0.0,0.0,0.201
27-02,14:50,174.181,28.9809,226.08287,6.325,-0.429,-11.829,33.0,6.45,0.0,0.0,0.176
27-02,15:00,121.816,4.04047,228.41173,5.989,-0.783,-12.783,33.0,10.2,0.0,0.0,0.1668
27-02,15:10,240.251,252.85,230.66809,5.655,-0.62,-10.62,26.0,7.2,0.0,0.0,0.1899
27-02,15:20,174.352,60.0136,232.85534,6.354,-0.548,-12.348,42.0,7.45,0.0,0.0,0.177
27-02,15:30,214.116,2.8041,234.97711,6.356,-0.58,-12.58,78.0,10.2,0.0,0.0,0.1757
27-02,15:40,243.14,101.442,237.03716,6.343,-0.436,-11.936,76.0,11.45,0.0,0.0,0.1853
27-02,15:50,163.031,8.92665,239.03934,6.306,-0.457,-11.657,77.0,6.95,0.0,0.0,0.1733
27-02,16:00,445.601,722.876,240.98756,6.878,-0.366,-12.666,76.0,7.95,0.0,0.0,0.2071
27-02,16:10,411.103,852.58,242.88572,7.049,-0.126,-12.126,58.0,12.2,0.0,0.0,0.2113
27-02,16:20,344.105,822.27,244.73768,7.166,0.104,-11.396,53.0,7.95,0.0,0.0,0.2114
27-02,16:30,304.347,789.732,246.54728,7.105,-0.119,-11.919,80.0,5.7,0.0,0.0,0.2113
27-02,16:40,270.869,750.787,248.3183,7.014,-0.162,-12.362,84.0,6.2,0.0,0.0,0.2119
27-02,16:50,225.57,706.753,250.05445,7.201,0.104,-11.296,80.0,6.95,0.0,0.0,0.2141
27-02,17:10,134.4,387.38,253.43666,6.476,-0.452,-11.952,58.0,5.95,0.0,0.0,0.2052
27-02,17:20,64.1205,12.1956,255.08983,5.779,-0.607,-11.297,50.0,6.2,0.0,0.0,0.1716
27-02,17:30,60.1054,0.084074,256.72238,5.31,-1.325,-13.325,44.0,8.7,0.0,0.0,0.1858
27-02,17:40,34.8986,-0.09891,258.33774,5.284,-0.939,-11.339,0.0,5.45,0.0,0.0,0.0
28-02,06:40,10.6272,170.269,100.42751,4.643,-1.715,-13.515,0.0,7.45,0.0,0.0,0.0
28-02,06:50,27.4566,319.337,102.03005,4.575,-1.599,-13.099,0.0,5.95,0.0,0.0,0.4392
28-02,07:00,50.8832,440.545,103.64747,4.77,-1.447,-12.747,2.0,5.7,0.0,0.0,0.394
28-02,07:10,78.875,534.17,105.28321,4.992,-1.407,-13.307,4.0,5.45,0.0,0.0,0.3314
28-02,07:20,109.828,609.899,106.94074,5.667,-1.215,-13.815,6.0,5.95,0.0,0.0,0.2957
28-02,07:30,142.176,673.647,108.62356,6.151,-0.821,-13.121,10.0,0.95,0.0,0.0,0.26
28-02,07:40,176.834,727.699,110.33526,7.123,-0.389,-13.789,9.0,1.7,0.0,0.0,0.237
28-02,07:50,212.168,772.714,112.07944,7.788,0.093,-13.007,8.0,0.0,0.0,0.0,0.2291
28-02,08:00,247.295,807.506,113.85982,8.19,0.324,-12.776,5.0,1.95,0.0,0.0,0.2247
28-02,08:10,282.975,836.709,115.68016,7.913,0.11,-13.09,8.0,3.2,0.0,0.0,0.2223
28-02,08:20,316.938,863.374,117.5443,8.62,0.499,-13.201,11.0,1.45,0.0,0.0,0.2189
28-02,08:30,349.323,882.594,119.45611,8.68,0.689,-12.511,12.0,0.0,0.0,0.0,0.2139
